# Example input file for the program fit-layer.
#
# The input file consists of two sections.
#
# The first section specifies parameters:
#   - Lines beginning with # are comments and are ignored by fit-layer.
#
#   - The format of each non-comment line is
#       <parameter> = <value> [optional text]
#
#   - The optional text is ignored by fit-layer.
#
#   - Units are always m^2/s for dfree, nA for current, s for duration,
#     and microns for distance -- no matter what the optional text says.
#
#   - Positions are specified relative to the source,
#     i.e. the source is at the origin.
#
#   - The default parameter values for any parameters not specified
#     here or on the command line are taken from fit-layer.c. 
#
#   - Parameter values specified on the command line override the
#     values specified in the input file.
#
#   - If the input file was created in Windows, you should convert
#     the file to Unix format, for example with dos2unix. Otherwise
#     the comment lines in the output file (copied from the input file)
#     could have ^M control characters (carriage returns) at the end.
#
# Two blank lines separate the first section from the second.
#
# The second section has the RTI data, in columns:
#   - 1st column is time (s)
#   - 2nd column is concentration (mM)
#   - Any other columns are ignored by fit-layer
#   - Columns are separated by whitespace
#   - The first line of the second section is the header
# -----------------------------
# Parameters at their default values for this example:
# dfree = 1.24e-09 m^2/s = free diffusion coefficient
# rmax = 1000.0 microns = radius of cylinder
# zmax = 2000.0 microns = height of cylinder
# probe_z = 120.0 microns = z-position of probe, relative to source
# probe_r = 0.0 microns = r-position of probe, relative to source
# nolayer = 0 (= FALSE) = flag for no SP layer (homogeneous environment)
# When nolayer = 1, SR values for alpha, theta, and kappa are used
# delay = 10.0 s = delay before source begins
# duration = 50.0 s = duration of source
# tmax = 150.0 s = total diffusion time
# nt_scale = 1.0 = scale factor for nt (for increasing time resolution)
# -----------------------------
# Parameters whose defaults depend on the values of other parameters:
# ez1 = 0.5 * (lz1 + lz2 - zmax)
#     = z-location of bottom of cylinder in microns
# ez2 = 0.5 * (lz1 + lz2 + zmax)
#     = z-location of top of cylinder in microns
# ez1, ez2 defaults chosen to center midplane of SP layer in cylinder
# nt = tmax/dt = number of time-steps
# Time-step spacing dt chosen to satisfy von Neumann stability criterion
nr = 250 = number of grid points in r direction; default = 500
nz = 500 = number of grid points in z direction; default = 1000
lz1 = 35 microns = z-location of SP layer bottom; default = -25 microns
lz2 = 85 microns = z-location of SP layer top; default = 25 microns
alpha_so = 0.20 = EC volume fraction in SO layer; default is 0.218
theta_so = 0.40 = permeability in SO layer; default = 0.447
kappa_so = 0.0 s^-1 = nonsp. clearance factor in SO; default = 0.007 s^-1
alpha_sr = 0.20 = EC volume fraction in SR layer; default is 0.218
theta_sr = 0.40 = permeability in SR layer; default = 0.447
kappa_sr = 0.0 s^-1 = nonsp. clearance factor in SR; default = 0.007 s^-1
current = 90 nA = source amplitude; default = 80 nA
trn = 0.3 = transport number of source electrode; default = 0.35


    time      	  c (3-layer model) 	  c (characteristic curve) 
   83.850000	  0.38880363	  0.38700981
   84.000000	  0.38696124	  0.38513007
   84.150000	  0.38513414	  0.38326621
   84.300000	  0.38332216	  0.38141805
   84.450000	  0.38152512	  0.37958539
   84.600000	  0.37974284	  0.37776805
   84.750000	  0.37797514	  0.37596585
   84.900000	  0.37622186	  0.37417861
   85.050000	  0.37448282	  0.37240614
   85.200000	  0.37275785	  0.37064829
   85.350000	  0.37104679	  0.36890486
   85.500000	  0.36934948	  0.36717570
   85.650000	  0.36766576	  0.36546063
   85.800000	  0.36599548	  0.36375950
   85.950000	  0.36433847	  0.36207213
   86.100000	  0.36269458	  0.36039838
   86.250000	  0.36106367	  0.35873808
   86.400000	  0.35944559	  0.35709107
   86.550000	  0.35784019	  0.35545722
   86.700000	  0.35624732	  0.35383635
   86.850000	  0.35466685	  0.35222834
   87.000000	  0.35309864	  0.35063302
   87.150000	  0.35154254	  0.34905027
   87.300000	  0.34999843	  0.34747992
   87.450000	  0.34846617	  0.34592186
   87.600000	  0.34694562	  0.34437593
   87.750000	  0.34543667	  0.34284200
   87.900000	  0.34393917	  0.34131995
   88.050000	  0.34245301	  0.33980963
   88.200000	  0.34097807	  0.33831091
   88.350000	  0.33951421	  0.33682368
   88.500000	  0.33806131	  0.33534780
   88.650000	  0.33661927	  0.33388315
   88.800000	  0.33518796	  0.33242960
   88.950000	  0.33376726	  0.33098704
   89.100000	  0.33235707	  0.32955534
   89.250000	  0.33095727	  0.32813439
   89.400000	  0.32956775	  0.32672407
   89.550000	  0.32818839	  0.32532427
   89.700000	  0.32681910	  0.32393488
   89.850000	  0.32545977	  0.32255578
   90.000000	  0.32411029	  0.32118686
   90.150000	  0.32277055	  0.31982802
   90.300000	  0.32144046	  0.31847915
   90.450000	  0.32011992	  0.31714014
   90.600000	  0.31880883	  0.31581090
   90.750000	  0.31750708	  0.31449131
   90.900000	  0.31621459	  0.31318128
   91.050000	  0.31493125	  0.31188071
   91.200000	  0.31365698	  0.31058950
   91.350000	  0.31239168	  0.30930755
   91.500000	  0.31113525	  0.30803477
   91.650000	  0.30988762	  0.30677106
   91.800000	  0.30864869	  0.30551633
   91.950000	  0.30741837	  0.30427050
   92.100000	  0.30619658	  0.30303346
   92.250000	  0.30498323	  0.30180512
   92.400000	  0.30377823	  0.30058541
   92.550000	  0.30258151	  0.29937424
   92.700000	  0.30139298	  0.29817151
   92.850000	  0.30021256	  0.29697714
   93.000000	  0.29904017	  0.29579105
   93.150000	  0.29787573	  0.29461316
   93.300000	  0.29671916	  0.29344338
   93.450000	  0.29557039	  0.29228164
   93.600000	  0.29442934	  0.29112786
   93.750000	  0.29329593	  0.28998195
   93.900000	  0.29217010	  0.28884384
   94.050000	  0.29105176	  0.28771346
   94.200000	  0.28994085	  0.28659073
   94.350000	  0.28883730	  0.28547556
   94.500000	  0.28774102	  0.28436790
   94.650000	  0.28665197	  0.28326767
   94.800000	  0.28557006	  0.28217479
   94.950000	  0.28449522	  0.28108920
   95.100000	  0.28342740	  0.28001082
   95.250000	  0.28236653	  0.27893959
   95.400000	  0.28131253	  0.27787544
   95.550000	  0.28026535	  0.27681830
   95.700000	  0.27922493	  0.27576811
   95.850000	  0.27819119	  0.27472479
   96.000000	  0.27716408	  0.27368829
   96.150000	  0.27614353	  0.27265854
   96.300000	  0.27512949	  0.27163548
   96.450000	  0.27412190	  0.27061904
   96.600000	  0.27312069	  0.26960916
   96.750000	  0.27212580	  0.26860579
   96.900000	  0.27113719	  0.26760886
   97.050000	  0.27015479	  0.26661831
   97.200000	  0.26917855	  0.26563409
   97.350000	  0.26820841	  0.26465613
   97.500000	  0.26724431	  0.26368438
   97.650000	  0.26628621	  0.26271879
   97.800000	  0.26533404	  0.26175929
   97.950000	  0.26438776	  0.26080583
   98.100000	  0.26344731	  0.25985835
   98.250000	  0.26251264	  0.25891681
   98.400000	  0.26158370	  0.25798115
   98.550000	  0.26066044	  0.25705131
   98.700000	  0.25974281	  0.25612724
   98.850000	  0.25883075	  0.25520890
   99.000000	  0.25792423	  0.25429623
   99.150000	  0.25702318	  0.25338918
   99.300000	  0.25612757	  0.25248771
   99.450000	  0.25523735	  0.25159175
   99.600000	  0.25435247	  0.25070127
   99.750000	  0.25347288	  0.24981621
   99.900000	  0.25259854	  0.24893654
   100.05000	  0.25172940	  0.24806219
   100.20000	  0.25086542	  0.24719313
   100.35000	  0.25000655	  0.24632931
   100.50000	  0.24915275	  0.24547068
   100.65000	  0.24830399	  0.24461720
   100.80000	  0.24746020	  0.24376882
   100.95000	  0.24662136	  0.24292551
   101.10000	  0.24578742	  0.24208721
   101.25000	  0.24495834	  0.24125388
   101.40000	  0.24413408	  0.24042549
   101.55000	  0.24331459	  0.23960199
   101.70000	  0.24249985	  0.23878334
   101.85000	  0.24168980	  0.23796949
   102.00000	  0.24088441	  0.23716041
   102.15000	  0.24008365	  0.23635606
   102.30000	  0.23928747	  0.23555640
   102.45000	  0.23849583	  0.23476138
   102.60000	  0.23770870	  0.23397098
   102.75000	  0.23692605	  0.23318514
   102.90000	  0.23614783	  0.23240384
   103.05000	  0.23537400	  0.23162704
   103.20000	  0.23460454	  0.23085469
   103.35000	  0.23383941	  0.23008677
   103.50000	  0.23307857	  0.22932323
   103.65000	  0.23232199	  0.22856404
   103.80000	  0.23156963	  0.22780916
   103.95000	  0.23082145	  0.22705856
   104.10000	  0.23007744	  0.22631221
   104.25000	  0.22933755	  0.22557007
   104.40000	  0.22860175	  0.22483210
   104.55000	  0.22787000	  0.22409828
   104.70000	  0.22714228	  0.22336856
   104.85000	  0.22641856	  0.22264292
   105.00000	  0.22569879	  0.22192132
   105.15000	  0.22498296	  0.22120373
   105.30000	  0.22427102	  0.22049013
   105.45000	  0.22356296	  0.21978047
   105.60000	  0.22285874	  0.21907472
   105.75000	  0.22215832	  0.21837286
   105.90000	  0.22146168	  0.21767486
   106.05000	  0.22076880	  0.21698067
   106.20000	  0.22007963	  0.21629029
   106.35000	  0.21939416	  0.21560366
   106.50000	  0.21871235	  0.21492077
   106.65000	  0.21803418	  0.21424159
   106.80000	  0.21735961	  0.21356609
   106.95000	  0.21668863	  0.21289423
   107.10000	  0.21602119	  0.21222599
   107.25000	  0.21535729	  0.21156134
   107.40000	  0.21469688	  0.21090026
   107.55000	  0.21403995	  0.21024272
   107.70000	  0.21338647	  0.20958869
   107.85000	  0.21273640	  0.20893814
   108.00000	  0.21208973	  0.20829104
   108.15000	  0.21144643	  0.20764738
   108.30000	  0.21080647	  0.20700712
   108.45000	  0.21016984	  0.20637024
   108.60000	  0.20953650	  0.20573671
   108.75000	  0.20890642	  0.20510651
   108.90000	  0.20827960	  0.20447962
   109.05000	  0.20765600	  0.20385600
   109.20000	  0.20703559	  0.20323563
   109.35000	  0.20641836	  0.20261850
   109.50000	  0.20580428	  0.20200456
   109.65000	  0.20519333	  0.20139381
   109.80000	  0.20458549	  0.20078622
   109.95000	  0.20398072	  0.20018176
   110.10000	  0.20337902	  0.19958042
   110.25000	  0.20278036	  0.19898216
   110.40000	  0.20218471	  0.19838697
   110.55000	  0.20159206	  0.19779482
   110.70000	  0.20100238	  0.19720569
   110.85000	  0.20041565	  0.19661956
   111.00000	  0.19983185	  0.19603640
   111.15000	  0.19925096	  0.19545621
   111.30000	  0.19867296	  0.19487894
   111.45000	  0.19809783	  0.19430459
   111.60000	  0.19752554	  0.19373313
   111.75000	  0.19695609	  0.19316454
   111.90000	  0.19638944	  0.19259880
   112.05000	  0.19582557	  0.19203589
   112.20000	  0.19526448	  0.19147579
   112.35000	  0.19470613	  0.19091848
   112.50000	  0.19415052	  0.19036394
   112.65000	  0.19359761	  0.18981215
   112.80000	  0.19304739	  0.18926309
   112.95000	  0.19249985	  0.18871675
   113.10000	  0.19195496	  0.18817309
   113.25000	  0.19141270	  0.18763211
   113.40000	  0.19087307	  0.18709378
   113.55000	  0.19033603	  0.18655808
   113.70000	  0.18980157	  0.18602501
   113.85000	  0.18926968	  0.18549453
   114.00000	  0.18874033	  0.18496663
   114.15000	  0.18821351	  0.18444130
   114.30000	  0.18768920	  0.18391851
   114.45000	  0.18716738	  0.18339825
   114.60000	  0.18664804	  0.18288050
   114.75000	  0.18613117	  0.18236524
   114.90000	  0.18561673	  0.18185246
   115.05000	  0.18510472	  0.18134214
   115.20000	  0.18459512	  0.18083426
   115.35000	  0.18408792	  0.18032880
   115.50000	  0.18358310	  0.17982575
   115.65000	  0.18308063	  0.17932510
   115.80000	  0.18258052	  0.17882682
   115.95000	  0.18208273	  0.17833090
   116.10000	  0.18158726	  0.17783732
   116.25000	  0.18109409	  0.17734607
   116.40000	  0.18060320	  0.17685714
   116.55000	  0.18011458	  0.17637050
   116.70000	  0.17962822	  0.17588614
   116.85000	  0.17914410	  0.17540405
   117.00000	  0.17866220	  0.17492421
   117.15000	  0.17818251	  0.17444661
   117.30000	  0.17770502	  0.17397122
   117.45000	  0.17722970	  0.17349805
   117.60000	  0.17675656	  0.17302706
   117.75000	  0.17628557	  0.17255826
   117.90000	  0.17581671	  0.17209161
   118.05000	  0.17534999	  0.17162712
   118.20000	  0.17488537	  0.17116476
   118.35000	  0.17442285	  0.17070452
   118.50000	  0.17396242	  0.17024638
   118.65000	  0.17350405	  0.16979034
   118.80000	  0.17304775	  0.16933638
   118.95000	  0.17259348	  0.16888449
   119.10000	  0.17214125	  0.16843465
   119.25000	  0.17169104	  0.16798684
   119.40000	  0.17124283	  0.16754107
   119.55000	  0.17079661	  0.16709730
   119.70000	  0.17035238	  0.16665554
   119.85000	  0.16991011	  0.16621576
   120.00000	  0.16946980	  0.16577796
   120.15000	  0.16903142	  0.16534212
   120.30000	  0.16859498	  0.16490822
   120.45000	  0.16816046	  0.16447627
   120.60000	  0.16772784	  0.16404624
   120.75000	  0.16729712	  0.16361812
   120.90000	  0.16686828	  0.16319190
   121.05000	  0.16644131	  0.16276757
   121.20000	  0.16601620	  0.16234511
   121.35000	  0.16559294	  0.16192452
   121.50000	  0.16517151	  0.16150579
   121.65000	  0.16475191	  0.16108889
   121.80000	  0.16433412	  0.16067382
   121.95000	  0.16391813	  0.16026057
   122.10000	  0.16350394	  0.15984913
   122.25000	  0.16309152	  0.15943948
   122.40000	  0.16268087	  0.15903162
   122.55000	  0.16227199	  0.15862553
   122.70000	  0.16186484	  0.15822120
   122.85000	  0.16145944	  0.15781862
   123.00000	  0.16105576	  0.15741779
   123.15000	  0.16065380	  0.15701868
   123.30000	  0.16025354	  0.15662130
   123.45000	  0.15985498	  0.15622562
   123.60000	  0.15945811	  0.15583164
   123.75000	  0.15906290	  0.15543934
   123.90000	  0.15866937	  0.15504873
   124.05000	  0.15827748	  0.15465978
   124.20000	  0.15788725	  0.15427249
   124.35000	  0.15749864	  0.15388685
   124.50000	  0.15711167	  0.15350284
   124.65000	  0.15672630	  0.15312046
   124.80000	  0.15634255	  0.15273970
   124.95000	  0.15596039	  0.15236054
   125.10000	  0.15557981	  0.15198298
   125.25000	  0.15520082	  0.15160702
   125.40000	  0.15482339	  0.15123263
   125.55000	  0.15444752	  0.15085981
   125.70000	  0.15407320	  0.15048855
   125.85000	  0.15370042	  0.15011884
   126.00000	  0.15332917	  0.14975067
   126.15000	  0.15295945	  0.14938403
   126.30000	  0.15259124	  0.14901892
   126.45000	  0.15222453	  0.14865532
   126.60000	  0.15185932	  0.14829323
   126.75000	  0.15149560	  0.14793264
   126.90000	  0.15113336	  0.14757353
   127.05000	  0.15077258	  0.14721590
   127.20000	  0.15041327	  0.14685974
   127.35000	  0.15005541	  0.14650504
   127.50000	  0.14969900	  0.14615180
   127.65000	  0.14934402	  0.14580000
   127.80000	  0.14899047	  0.14544964
   127.95000	  0.14863834	  0.14510070
   128.10000	  0.14828763	  0.14475319
   128.25000	  0.14793831	  0.14440708
   128.40000	  0.14759040	  0.14406238
   128.55000	  0.14724387	  0.14371908
   128.70000	  0.14689872	  0.14337716
   128.85000	  0.14655494	  0.14303662
   129.00000	  0.14621253	  0.14269745
   129.15000	  0.14587148	  0.14235965
   129.30000	  0.14553177	  0.14202320
   129.45000	  0.14519341	  0.14168810
   129.60000	  0.14485638	  0.14135434
   129.75000	  0.14452067	  0.14102191
   129.90000	  0.14418629	  0.14069081
   130.05000	  0.14385322	  0.14036102
   130.20000	  0.14352145	  0.14003255
   130.35000	  0.14319098	  0.13970538
   130.50000	  0.14286180	  0.13937950
   130.65000	  0.14253390	  0.13905491
   130.80000	  0.14220728	  0.13873160
   130.95000	  0.14188192	  0.13840957
   131.10000	  0.14155783	  0.13808880
   131.25000	  0.14123499	  0.13776929
   131.40000	  0.14091340	  0.13745104
   131.55000	  0.14059305	  0.13713402
   131.70000	  0.14027394	  0.13681825
   131.85000	  0.13995605	  0.13650371
   132.00000	  0.13963938	  0.13619040
   132.15000	  0.13932393	  0.13587830
   132.30000	  0.13900968	  0.13556741
   132.45000	  0.13869664	  0.13525773
   132.60000	  0.13838479	  0.13494925
   132.75000	  0.13807412	  0.13464196
   132.90000	  0.13776464	  0.13433585
   133.05000	  0.13745634	  0.13403092
   133.20000	  0.13714920	  0.13372716
   133.35000	  0.13684322	  0.13342457
   133.50000	  0.13653840	  0.13312314
   133.65000	  0.13623473	  0.13282286
   133.80000	  0.13593220	  0.13252373
   133.95000	  0.13563081	  0.13222573
   134.10000	  0.13533056	  0.13192888
   134.25000	  0.13503142	  0.13163315
   134.40000	  0.13473341	  0.13133854
   134.55000	  0.13443651	  0.13104505
   134.70000	  0.13414072	  0.13075266
   134.85000	  0.13384603	  0.13046139
   135.00000	  0.13355243	  0.13017121
   135.15000	  0.13325993	  0.12988212
   135.30000	  0.13296851	  0.12959412
   135.45000	  0.13267817	  0.12930720
   135.60000	  0.13238890	  0.12902135
   135.75000	  0.13210070	  0.12873657
   135.90000	  0.13181356	  0.12845286
   136.05000	  0.13152747	  0.12817020
   136.20000	  0.13124244	  0.12788860
   136.35000	  0.13095845	  0.12760804
   136.50000	  0.13067551	  0.12732853
   136.65000	  0.13039359	  0.12705005
   136.80000	  0.13011271	  0.12677260
   136.95000	  0.12983285	  0.12649617
   137.10000	  0.12955400	  0.12622077
   137.25000	  0.12927617	  0.12594638
   137.40000	  0.12899935	  0.12567299
   137.55000	  0.12872353	  0.12540061
   137.70000	  0.12844871	  0.12512923
   137.85000	  0.12817488	  0.12485885
   138.00000	  0.12790204	  0.12458945
   138.15000	  0.12763018	  0.12432103
   138.30000	  0.12735929	  0.12405359
   138.45000	  0.12708938	  0.12378712
   138.60000	  0.12682044	  0.12352162
   138.75000	  0.12655246	  0.12325709
   138.90000	  0.12628543	  0.12299351
   139.05000	  0.12601936	  0.12273088
   139.20000	  0.12575424	  0.12246920
   139.35000	  0.12549005	  0.12220847
   139.50000	  0.12522681	  0.12194867
   139.65000	  0.12496450	  0.12168981
   139.80000	  0.12470312	  0.12143188
   139.95000	  0.12444266	  0.12117486
   140.10000	  0.12418313	  0.12091877
   140.25000	  0.12392450	  0.12066360
   140.40000	  0.12366679	  0.12040933
   140.55000	  0.12340999	  0.12015597
   140.70000	  0.12315408	  0.11990351
   140.85000	  0.12289907	  0.11965194
   141.00000	  0.12264496	  0.11940127
   141.15000	  0.12239173	  0.11915149
   141.30000	  0.12213938	  0.11890258
   141.45000	  0.12188792	  0.11865456
   141.60000	  0.12163733	  0.11840741
   141.75000	  0.12138761	  0.11816113
   141.90000	  0.12113875	  0.11791572
   142.05000	  0.12089076	  0.11767116
   142.20000	  0.12064362	  0.11742746
   142.35000	  0.12039734	  0.11718462
   142.50000	  0.12015191	  0.11694262
   142.65000	  0.11990732	  0.11670147
   142.80000	  0.11966357	  0.11646116
   142.95000	  0.11942066	  0.11622168
   143.10000	  0.11917859	  0.11598304
   143.25000	  0.11893734	  0.11574522
   143.40000	  0.11869691	  0.11550822
   143.55000	  0.11845731	  0.11527205
   143.70000	  0.11821852	  0.11503669
   143.85000	  0.11798055	  0.11480214
   144.00000	  0.11774339	  0.11456840
   144.15000	  0.11750703	  0.11433546
   144.30000	  0.11727147	  0.11410332
   144.45000	  0.11703671	  0.11387198
   144.60000	  0.11680274	  0.11364143
   144.75000	  0.11656956	  0.11341167
   144.90000	  0.11633717	  0.11318269
   145.05000	  0.11610556	  0.11295449
   145.20000	  0.11587472	  0.11272707
   145.35000	  0.11564466	  0.11250042
   145.50000	  0.11541538	  0.11227454
   145.65000	  0.11518686	  0.11204943
   145.80000	  0.11495910	  0.11182508
   145.95000	  0.11473211	  0.11160149
   146.10000	  0.11450587	  0.11137865
   146.25000	  0.11428038	  0.11115656
   146.40000	  0.11405564	  0.11093522
   146.55000	  0.11383165	  0.11071462
   146.70000	  0.11360840	  0.11049476
   146.85000	  0.11338589	  0.11027564
   147.00000	  0.11316412	  0.11005725
   147.15000	  0.11294307	  0.10983960
   147.30000	  0.11272276	  0.10962266
   147.45000	  0.11250317	  0.10940646
   147.60000	  0.11228430	  0.10919097
   147.75000	  0.11206615	  0.10897619
   147.90000	  0.11184872	  0.10876213
   148.05000	  0.11163199	  0.10854878
   148.20000	  0.11141598	  0.10833614
   148.35000	  0.11120067	  0.10812419
   148.50000	  0.11098606	  0.10791295
   148.65000	  0.11077215	  0.10770240
   148.80000	  0.11055893	  0.10749255
   148.95000	  0.11034641	  0.10728339
   149.10000	  0.11013458	  0.10707491
   149.25000	  0.10992343	  0.10686711
   149.40000	  0.10971297	  0.10666000
   149.55000	  0.10950318	  0.10645356
   149.70000	  0.10929407	  0.10624780
   149.85000	  0.10908564	  0.10604270

